Exchange,Token,Lotsize,Symbol,Tradingsymbol,Instrument,Expiry,Strike,Optiontype
NFO,35892,15,BANKNIFTY,BANKNIFTY10JUL24C31000,OPTIDX,10-JUL-2024,31000.00,CE
NFO,36130,15,BANKNIFTY,BANKNIFTY16JUL24C35000,OPTIDX,16-JUL-2024,35000.00,CE
NFO,36260,15,BANKNIFTY,BANKNIFTY16JUL24C42300,OPTIDX,16-JUL-2024,42300.00,CE
NFO,35891,15,BANKNIFTY,BANKNIFTY10JUL24P30500,OPTIDX,10-JUL-2024,30500.00,PE
NFO,35890,15,BANKNIFTY,BANKNIFTY10JUL24C30500,OPTIDX,10-JUL-2024,30500.00,CE
NFO,36132,15,BANKNIFTY,BANKNIFTY16JUL24C35500,OPTIDX,16-JUL-2024,35500.00,CE
NFO,35775,15,BANKNIFTY,BANKNIFTY28AUG24P36500,OPTIDX,28-AUG-2024,36500.00,PE
NFO,35774,15,BANKNIFTY,BANKNIFTY28AUG24C36500,OPTIDX,28-AUG-2024,36500.00,CE
NFO,36131,15,BANKNIFTY,BANKNIFTY16JUL24P35000,OPTIDX,16-JUL-2024,35000.00,PE
NFO,35889,15,BANKNIFTY,BANKNIFTY10JUL24P30000,OPTIDX,10-JUL-2024,30000.00,PE
NFO,36256,15,BANKNIFTY,BANKNIFTY16JUL24C42200,OPTIDX,16-JUL-2024,42200.00,CE
NFO,35770,15,BANKNIFTY,BANKNIFTY31JUL24C34500,OPTIDX,31-JUL-2024,34500.00,CE
NFO,35769,15,BANKNIFTY,BANKNIFTY16JUL24P27500,OPTIDX,16-JUL-2024,27500.00,PE
NFO,35768,15,BANKNIFTY,BANKNIFTY16JUL24C27500,OPTIDX,16-JUL-2024,27500.00,CE
NFO,36261,15,BANKNIFTY,BANKNIFTY16JUL24P42300,OPTIDX,16-JUL-2024,42300.00,PE
NFO,35802,15,BANKNIFTY,BANKNIFTY03JUL24P64000,OPTIDX,03-JUL-2024,64000.00,PE
NFO,36168,15,BANKNIFTY,BANKNIFTY16JUL24C39000,OPTIDX,16-JUL-2024,39000.00,CE
NFO,35839,15,BANKNIFTY,BANKNIFTY31JUL24P35500,OPTIDX,31-JUL-2024,35500.00,PE
NFO,35838,15,BANKNIFTY,BANKNIFTY31JUL24C35500,OPTIDX,31-JUL-2024,35500.00,CE
